virus,realm,locus_tag,host,type,shape,corr,p.value
Hubei picorna-like virus 44,Riboviria,BWW92,invertebrates,RNA,linear,-0.467212156633548,0.00022519514708498
Pseudomonas phage vB PaeM PS24,NA,AVT15,NA,NA,NA,0.342139099941555,0.0082798341237755
Mycobacterium phage Killigrew,Duplodnaviria,JMN69,bacteria,DNA,linear,0.502805376972531,6.2350134722726e-05
Chickpea chlorotic dwarf virus,Monodnaviria,CCDV,land plants,DNA,circular,-0.303214494447691,0.0199230506229461
Staphylococcus phage IME1361 01,NA,HWB12,NA,NA,NA,-0.561952074810053,5.42947476967254e-06
Pseudomonas phage LIT1,Duplodnaviria,PP,bacteria,DNA,linear,0.280713033313852,0.0316136318160967
West African Asystasia virus 2,Monodnaviria,D1Q98,land plants,DNA,circular,-0.268030391583869,0.040435969931159
Garlic latent virus,Riboviria,GarLVgp,land plants,RNA,linear,-0.563471654003507,5.07211229850327e-06
Mycobacterium phage Gumball,Duplodnaviria,GUMBALL,bacteria,DNA,linear,0.464699006428989,0.000245383268826984
Lymphocryptovirus Macaca/pfe-lcl-E3,Duplodnaviria,KM484,vertebrates,DNA,circular,0.474576271186441,0.000174483674944189
Mycobacterium phage Marshawn,Duplodnaviria,I5H02,bacteria,DNA,linear,0.540911747516073,1.355098958981e-05
uncultured phage MedDCM-OCT-S39-C11,NA,HOQ57,NA,NA,NA,-0.159205143191116,0.227786366327154
Canine picodicistrovirus,Riboviria,L331,vertebrates,RNA,linear,-0.54500292226768,1.13896690050736e-05
Paenibacillus phage Rani,Duplodnaviria,AXJ12,bacteria,DNA,linear,-0.460081823495032,0.000286850743801899
Salmonella phage vB SnwM CGG4-1,NA,BI049,NA,NA,NA,-0.558562244301578,6.31379648575851e-06
Brevibacillus phage Osiris,Duplodnaviria,AVV10,bacteria,DNA,linear,-0.467153711279953,0.000225646796985078
Propionibacterium phage Attacne,Duplodnaviria,AFL89,bacteria,DNA,linear,0.080771478667446,0.54212349771989
Escherichia phage aaroes,Duplodnaviria,H1N92,bacteria,DNA,linear,-0.410753945061368,0.00134615994156227
Microviridae Fen418 41,NA,AFL80,NA,NA,NA,-0.46125073056692,0.00027578634275955
Duck associated cyclovirus 1,Monodnaviria,CD921,vertebrates,DNA,circular,-0.171478667445938,0.193570030246909
Merremia mosaic Puerto Rico virus,Monodnaviria,MeMPRV,land plants,DNA,circular,-0.436586791350088,0.000615528152737994
Bombyx mori densovirus Zhenjiang,Monodnaviria,D1Q01,invertebrates,DNA,linear,-0.590531852717709,1.44156965297667e-06
Mycobacterium phage Bigswole,Duplodnaviria,KHO58,bacteria,DNA,linear,0.477907656341321,0.00015518913814861
Maize-associated pteridovirus,Riboviria,KM617,land plants,RNA,linear,-0.49666861484512,7.85357874657415e-05
Cervus papillomavirus 2,Monodnaviria,A8B62,vertebrates,DNA,circular,-0.475686732904734,0.000167820061471084
Mycobacterium phage Inventum,Duplodnaviria,VC69,bacteria,DNA,linear,0.40958503798948,0.00139280065841738
Klebsiella phage KLPN1,Duplodnaviria,AVT39,bacteria,DNA,linear,-0.0952659263588545,0.471904558842738
Mungbean yellow mosaic virus,Monodnaviria,MYMV,land plants,DNA,circular,-0.448392752776154,0.000422084174789465
Gemycircularvirus sp.,Monodnaviria,EXI26,human:vertebrates,DNA,circular,-0.218118059614261,0.0969950373375288
Sida mosaic Bolivia virus 1,NA,SiMBoV1,NA,DNA,circular,-0.108182349503215,0.413725640414172
Lactococcus phage BM13,Duplodnaviria,N391,bacteria,DNA,circular,-0.564523670368206,4.83780495688245e-06
Human T-lymphotropic virus 4,Riboviria,HTLV,human,DNA,linear,0.107597895967271,0.41626473623781
Onyong-nyong virus,Riboviria,Ovgp,human:invertebrates,RNA,linear,-0.296551724137931,0.0229195204510364
Staphylococcus phage IME-SA118,Duplodnaviria,HOQ80,bacteria,DNA,linear,-0.53728813559322,1.57796418392012e-05
Gull circovirus,Monodnaviria,GuCV,vertebrates,DNA,circular,-0.491642314436002,9.45950928497961e-05
Hubei tombus-like virus 26,Riboviria,BWR62,invertebrates,RNA,linear,-0.419988310929281,0.00102442794712792
Microviridae Bog5275 51,NA,AFL67,NA,NA,NA,-0.245061367621274,0.0615911254149162
Streptococcus phage K13,Duplodnaviria,HH37,bacteria,DNA,linear,-0.505786090005845,5.56570568667504e-05
Decapod penstyldensovirus 1,Monodnaviria,Ihahnvgp,invertebrates,DNA,linear,-0.3114552893045,0.0166856283838422
Xanthomonas phage FoX3,NA,KNU95,NA,DNA,linear,0.296317942723553,0.0230312672310507
Kolente virus,NA,NZ78,NA,RNA,linear,-0.439392168322618,0.000563392508775502
Hubei odonate virus 9,Riboviria,BU148,invertebrates,RNA,linear,-0.451256575102279,0.000384429430122648
Retroperitoneal fibromatosis-associated herpesvirus,Duplodnaviria,KM477,vertebrates,DNA,linear,-0.172413793103448,0.191123689224606
Tobacco vein distorting virus,Riboviria,TVDV,land plants,RNA,linear,-0.346405610753945,0.00747216450747896
Escherichia phage phAPEC8,Duplodnaviria,G377,bacteria,DNA,linear,-0.533196960841613,1.87050545129241e-05
Streptomyces phage Amethyst,Duplodnaviria,KGG83,bacteria,DNA,linear,0.4590421114153,0.00033596818930367
Beihai narna-like virus 2,Riboviria,BVF56,invertebrates,RNA,linear,-0.43781414377557,0.000592201619909756
Mycobacterium phage Smairt,Duplodnaviria,JMN97,bacteria,DNA,linear,0.500818234950322,6.72178143584281e-05
Staphylococcus phage phiSa2wa st22,NA,HWB36,NA,NA,NA,-0.568088836937464,4.11732447893428e-06
Parsley severe stunt alphasatellite 3,Alphasatellitidae,KM721,land plants,DNA,circular,-0.466133028397179,0.000441917298560523
Deltapapillomavirus 4,Monodnaviria,BPVgp,vertebrates,DNA,circular,-0.493980128579778,8.67821386323002e-05
Halorubrum pleomorphic virus 6,Monodnaviria,HRPV,archaea,DNA,circular,0.301285797779077,0.0207538935501356
Rudbeckia flower distortion virus,Riboviria,RuFDV,land plants,DNA,circular,-0.468205727644652,0.00021764284189364
Lactococcus phage 50902,Duplodnaviria,H1N74,bacteria,DNA,linear,-0.566393921683226,4.44622228675854e-06
Equid alphaherpesvirus 4,Duplodnaviria,EhV4gp,vertebrates,DNA,linear,-0.390356516656926,0.00240011010343677
Lineavirus I22,Monodnaviria,I2,bacteria,NA,NA,-0.465751022793688,0.000236738735964864
Sanxia tombus-like virus 8,Riboviria,BWU14,invertebrates,RNA,linear,-0.348860315604909,0.00703952963505997
Hepatovirus A,Riboviria,HAVgp,human:vertebrates,RNA,linear,-0.390264454239046,0.00287346114448707
Hantaan orthohantavirus,Riboviria,HTNV,human:vertebrates,RNA,linear,-0.47270601987142,0.000186258398324189
Sida mosaic Alagoas virus,NA,SiMoAlV,NA,DNA,circular,-0.308007013442431,0.0179806541481582
Salmonella phage UPF BP1,NA,HOS28,NA,NA,NA,-0.40292226767972,0.00168758291324668
Hubei sobemo-like virus 43,Riboviria,BVB11,invertebrates,RNA,linear,-0.0990648743424898,0.4543493751909
Pan troglodytes troglodytes polyomavirus 1,Monodnaviria,AD075,vertebrates,DNA,circular,-0.562121212121212,1.15144110388635e-05
Lleida bat lyssavirus,Riboviria,BR889,vertebrates,RNA,linear,-0.481239041496201,0.000137874255932039
Mycobacterium phage PegLeg,Duplodnaviria,PEGLEG,bacteria,DNA,linear,0.473524254821742,0.000181019960431885
Streptococcus phage PH15,Duplodnaviria,phiPH15,bacteria,DNA,linear,-0.47510227936879,0.000171297498905131
Pennisetum mosaic virus,Riboviria,PenMV,land plants,RNA,linear,-0.481472822910579,0.000136728604209902
Serratia phage CHI14,Duplodnaviria,FDI23,bacteria,DNA,circular,-0.501285797779077,6.60418621058412e-05
Mycobacterium phage Ajay,Duplodnaviria,JMN44,bacteria,DNA,linear,0.487434248977206,0.000110314713089868
Erwinia phage vB EamM EarlPhillipIV,NA,BIZ82,NA,NA,NA,-0.0720046756282876,0.586937838339855
Walkabout Creek virus,Riboviria,ASN06,invertebrates,RNA,linear,-0.48135593220339,0.000137300330387308
Hubei myriapoda virus 3,Riboviria,BVA83,invertebrates,RNA,linear,-0.470368205727645,0.000202001982010346
Apple mosaic virus,Riboviria,ApMV,land plants,RNA,linear,-0.433138515488019,0.000685605381065818
Flavobacterium phage 6H,Duplodnaviria,N375,bacteria,DNA,circular,-0.559614260666277,6.0258204886337e-06
Wuhan louse fly virus 6,NA,FLA21,NA,RNA,circular,-0.197779076563413,0.133008557583867
Bacillus phage NotTheCreek,Duplodnaviria,BI004,bacteria,DNA,linear,-0.482933956750438,0.000129764511284289
Mycobacterium phage Marvin,Duplodnaviria,FDI61,bacteria,DNA,linear,0.489362945645821,0.000102832894820696
Wuhan arthropod virus 4,Riboviria,BXP40,invertebrates,RNA,linear,-0.313793103448276,0.0158539697153602
Mycobacterium phage Zaka,Duplodnaviria,X821,bacteria,DNA,linear,0.504734073641146,5.79393954296991e-05
Staphylococcus phage SA46-CL1,Duplodnaviria,KNU60,bacteria,DNA,linear,-0.521741671537113,2.98076202344022e-05
Aeromonas phage PX29,Duplodnaviria,CL89,bacteria,DNA,linear,-0.44593804792519,0.000457005772513096
Xingshan cricket virus,Riboviria,AS020,invertebrates,RNA,linear,-0.199123319696084,0.130352754860505
Flavobacterium phage vB FspS tooticki6-1,NA,HWD00,NA,NA,NA,-0.580654587960257,2.30450739905047e-06
Hubei tombus-like virus 20,Riboviria,BWR68,invertebrates,RNA,linear,-0.362478082992402,0.0050163434148156
Rodent papillomavirus,Monodnaviria,EXJ57,vertebrates,DNA,circular,-0.478784336645237,0.000150448525081866
Wenzhou picorna-like virus 13,Riboviria,BWS97,invertebrates,RNA,linear,-0.406838106370544,0.00150819140341923
Ageratum yellow vein betasatellite,Tolecusatellitidae,AYVVDbgp1,land plants,DNA,circular,-0.400153189626874,0.0133526790230658
Clostridium phage phiCD146,Duplodnaviria,PHICD146,bacteria,DNA,linear,-0.564991233196961,4.73697337934255e-06
Mycobacterium phage Pleione,Duplodnaviria,PLEIONE,bacteria,DNA,linear,0.473758036236119,0.000179548316208839
Maracuja mosaic virus,Riboviria,MarMV,land plants,RNA,linear,-0.440677966101695,0.000540867965546331
McMurdo Ice Shelf pond-associated circular DNA virus-4,NA,IT58,NA,DNA,circular,0.10052600818235,0.447694732966077
Staphylococcus phage phiSa2wa st5,NA,KMD40,NA,NA,NA,-0.578316773816482,2.57086501049512e-06
Cocoa necrosis virus,NA,FK823,NA,RNA,linear,-0.422701688555347,0.00699820850680866
Stenotrophomonas phage Pokken,Duplodnaviria,HYP93,bacteria,DNA,linear,0.315663354763296,0.0152145773646242
Dioscorea bacilliform TR virus,Riboviria,D1T98,land plants,DNA,circular,-0.410987726475745,0.0013370026097174
Torque teno virus 9,Anelloviridae,D1P65,human,DNA,linear,-0.0623265494912118,0.676397878033658
Torque teno midi virus 2,Anelloviridae,TTmidiV2,human,DNA,circular,-0.424021040327294,0.00090717426485918
Saboya virus,NA,B1T93,NA,RNA,linear,-0.445528930450029,0.000463075748527901
Edwardsiella phage eiAU,Duplodnaviria,FDI58,bacteria,DNA,linear,0.0235534774985389,0.859186466907941
Cabbage leaf curl Jamaica virus,Monodnaviria,D1S66,land plants,DNA,circular,-0.410695499707773,0.00134845809501701
Human mastadenovirus E,Varidnaviria,HAdVE,human:vertebrates,DNA,linear,0.431443600233782,0.00072264062277926
Arthrobacter phage Glenn,Duplodnaviria,FDH57,bacteria,DNA,linear,0.52010520163647,3.18206031522254e-05
Pseudomonas virus Pf1 ERZ-2017,Duplodnaviria,HOS27,bacteria,DNA,linear,0.330333138515488,0.0109257841602794
Vibrio phage VP585,Duplodnaviria,APL38,bacteria,DNA,linear,-0.276212741087084,0.0345383224569747
Porcine respirovirus 1,Riboviria,OI44,vertebrates,RNA,linear,-0.484219754529515,0.000123907812736204
Torque teno midi virus 14,Anelloviridae,D1P89,human,DNA,circular,-0.409569377990431,0.00186827045930357
Sparus aurata papillomavirus 1,Monodnaviria,BGV89,vertebrates,DNA,linear,-0.488486265341905,0.000106173728419406
Pseudomonas phage DL54,Duplodnaviria,AVU27,bacteria,DNA,linear,0.0593220338983051,0.654579754392896
Yellow baboon polyomavirus 1,Monodnaviria,RN55,vertebrates,DNA,circular,-0.46363754213119,0.000327188515571484
Propionibacterium phage PHL010M04,Duplodnaviria,P759,bacteria,DNA,linear,0.0696084161309176,0.599473258746342
Casuarina virus,Riboviria,DP94,invertebrates,RNA,linear,-0.559322033898305,6.10455041068453e-06
Botrytis cinerea mitovirus 2,Riboviria,AT151,fungi:vertebrates,RNA,linear,-0.564946849883329,6.96397517004627e-06
Simian Agent 10,Riboviria,D1O99,human:vertebrates,RNA,linear,-0.462127410870836,0.000267746004931471
Lactococcus phage P1532,Duplodnaviria,HYQ04,bacteria,DNA,linear,-0.570718877849211,3.65201224148277e-06
Ralstonia phage RSF1,Duplodnaviria,AVU11,bacteria,DNA,linear,0.221274108708358,0.0921673082920185
Corynebacterium phage phi674,Duplodnaviria,FGG66,bacteria,DNA,linear,-0.255873758036236,0.0507229157911815
Cyclovirus PK5006,Monodnaviria,C5L35,human,DNA,circular,-0.480205481558953,0.00016377618040444
Ball python nidovirus 1,Riboviria,KN68,vertebrates,RNA,linear,-0.148743424897721,0.260115671292909
Human papillomavirus type 16,Monodnaviria,HpV16gp,human,DNA,circular,-0.560549386323787,5.78025019446782e-06
Botrytis ourmia-like virus,Riboviria,AT148,fungi,RNA,linear,-0.376095850379895,0.00352565431356385
Pepper chlorotic spot virus,Riboviria,B1T86,land plants,RNA,linear,-0.440619520748101,0.000541873751637522
Tibrogargan virus,Riboviria,J428,invertebrates:vertebrates,RNA,linear,-0.484044418468732,0.000124691856635842
Sucra jujuba nucleopolyhedrovirus,Naldaviricetes,AT573,invertebrates,DNA,circular,-0.439216832261835,0.000566529307101319
Hubei picorna-like virus 49,Riboviria,BWW88,invertebrates,RNA,linear,-0.497545295149036,7.60073830083506e-05
Cotton leaf curl Multan betasatellite,Tolecusatellitidae,CLCMVSDB,land plants,DNA,circular,-0.233583489681051,0.146566304384007
Salmonella phage bastian,Duplodnaviria,HWD26,bacteria,DNA,linear,-0.515780245470485,3.77648195472044e-05
Cuban alphasatellite 1,NA,M956,NA,DNA,circular,-0.164640561075395,0.212146015827905
Beihai picorna-like virus 108,Riboviria,BVK31,invertebrates,RNA,linear,0.407917807376419,0.00161048526244621
Staphylococcus virus 108PVL,Duplodnaviria,SABPV108,bacteria,DNA,linear,-0.573056691992987,3.28048647183244e-06
Avon-Heathcote Estuary associated circular virus 12,Monodnaviria,VM20,invertebrates,DNA,circular,-0.0674459380479252,0.610886627986405
Peridroma alphabaculovirus,Naldaviricetes,pesp,invertebrates,DNA,circular,0.261309175920514,0.045885217843986
Enterobacteria phage T7M,Duplodnaviria,HOS20,bacteria,DNA,linear,-0.174926943308007,0.184659789579252
Arthrobacter phage GreenHearts,Duplodnaviria,KDI97,bacteria,DNA,linear,0.501285797779077,6.60418621058412e-05
Vibrio phage qdvp001,Duplodnaviria,AXI64,bacteria,DNA,linear,-0.516189362945646,3.71612597753354e-05
Bovine faeces associated smacovirus 6,NA,A8B44,NA,DNA,circular,-0.294788695877625,0.0263776190057746
Wenzhou Tick Virus,Riboviria,BJD35,invertebrates,RNA,linear,-0.244535359438925,0.062164615214106
Sus scrofa polyomavirus 1,Monodnaviria,EXJ51,vertebrates,DNA,circular,-0.322676797194623,0.0130107863413626
Jujube mosaic-associated virus,Riboviria,CKM63,land plants,DNA,circular,-0.430508474576271,0.000743842632945343
Hibiscus leaf curl alphasatellite,Alphasatellitidae,BWU75,land plants,DNA,circular,-0.38133971291866,0.00395518518447825
Kama virus,Riboviria,BB01,invertebrates,RNA,linear,-0.00116890707188779,0.993142964872212
Cucurbit leaf crumple virus,Monodnaviria,Clcv,land plants,DNA,circular,-0.400116890707189,0.00182766541337787
Sewage-associated circular DNA molecule,NA,SZ62,NA,DNA,circular,-0.417271407837446,0.0020447671537918
Stenotrophomonas phage SMA7,Monodnaviria,M694,bacteria,DNA,circular,0.38708357685564,0.00262526133081605
Avian metaavulavirus 5,Riboviria,N614,vertebrates,RNA,linear,-0.516715371127995,3.6398409122232e-05
Hubei picorna-like virus 37,Riboviria,BWX00,invertebrates,RNA,linear,-0.453360607831677,0.000358747982143572
Porcine lymphotropic herpesvirus 2,Duplodnaviria,D1O94,vertebrates,DNA,linear,-0.51385154880187,4.07346840644996e-05
Jacquemontia yellow mosaic virus,Monodnaviria,D1T63,land plants,DNA,circular,-0.294856808883694,0.02374023292333
Propionibacterium phage Procrass1,Duplodnaviria,AFL83,bacteria,DNA,linear,0.0399766218585622,0.763166742348057
Hubei tombus-like virus 11,Riboviria,BWS11,invertebrates,RNA,linear,-0.354120397428405,0.00618586690931394
Aeromonas phage Aeh1,Duplodnaviria,Aeh1p,bacteria,DNA,linear,-0.442548217416716,0.000509566513018348
Wenzhou mammarenavirus,Riboviria,SF16,vertebrates,RNA,linear,-0.40958503798948,0.00139280065841738
Hydrangea chlorotic mottle virus,Riboviria,HdCMV,land plants,RNA,linear,-0.457860900058445,0.000308999651479889
Pepino mosaic virus,Riboviria,PepMVgp,land plants,RNA,linear,-0.478901227352426,0.000149826606314146
Aureococcus anophagefferens virus,Varidnaviria,JO84,eukaryotic algae,DNA,linear,-0.569199298655757,3.91442432889346e-06
Aeromonas phage 31,Duplodnaviria,PHG31p,bacteria,DNA,linear,-0.382115721800117,0.0030031737735344
Lambdavirus lambda,Duplodnaviria,lambdap,bacteria,NA,NA,-0.177790765634132,0.177488936597441
Mycobacterium phage Steamy,Duplodnaviria,KIV62,bacteria,DNA,linear,0.514202220923437,4.01790870804677e-05
Escherichia phage tiwna,Duplodnaviria,KMB88,bacteria,DNA,linear,-0.420864991233197,0.000997830673011362
Corynebacterium phage StAB,Duplodnaviria,HWC36,bacteria,DNA,linear,0.493863237872589,8.7158184979242e-05
Acinetobacter phage KARL-1,Duplodnaviria,HYP70,bacteria,DNA,linear,-0.522267679719462,2.91861598232882e-05
Mycobacterium phage SassyB,Duplodnaviria,I5H87,bacteria,DNA,linear,0.422618351841029,0.000946502364619365
Gordonia phage Valary,Duplodnaviria,KNU57,bacteria,DNA,linear,0.493454120397428,8.84862249694628e-05
Cotton leaf curl Gezira virus-[Cotton],Monodnaviria,D1Q67,land plants,DNA,circular,-0.411864406779661,0.00130316087697689
Gordonia phage Wizard,Duplodnaviria,BH794,bacteria,DNA,linear,0.487784921098773,0.000108918129131982
Hubei toti-like virus 12,Riboviria,BWX15,invertebrates,RNA,linear,-0.407656341320865,0.0014729506843932
Tomato leaf curl Pakistan betasatellite,Tolecusatellitidae,B7L82,land plants,DNA,circular,-0.351641998149861,0.0158045160804563
Beihai hepe-like virus 4,Riboviria,BU136,invertebrates,RNA,linear,-0.541963763880772,1.29612947429538e-05
Wissadula golden mosaic virus,Monodnaviria,WGMV,land plants,DNA,circular,-0.144009351256575,0.275721367710889
Wenzhou shrimp virus 9,Riboviria,BWS45,invertebrates,RNA,linear,-0.0919345412039743,0.487595657184515
Ramie mosaic virus,Monodnaviria,RamieMV,land plants,DNA,circular,-0.477556984219755,0.000157123546601504
Helicoverpa armigera nucleopolyhedrovirus,Naldaviricetes,HaSNPVgOrf1,invertebrates,DNA,circular,-0.416014026884863,0.00115322827381577
Mycobacterium phage Centaur,Duplodnaviria,KIY82,bacteria,DNA,linear,0.50647512996401,6.30748395378272e-05
Mimosa yellow leaf curl virus-associated DNA 1,Alphasatellitidae,MYLCVD1,land plants,DNA,circular,-0.363170858179933,0.00575029107608252
Streptomyces phage Caliburn,Duplodnaviria,AVT22,bacteria,DNA,linear,0.507518796992481,8.22460577046798e-05
Pimoid spider associated circular virus 2,unclassified viruses,EXH91,invertebrates,DNA,circular,-0.448743424897721,0.000417299193782719
Papaya leaf curl Guandong virus,Monodnaviria,PLCGVp,land plants,DNA,circular,-0.379251899473992,0.00324243347200006
Mycobacterium phage MarkPhew,Duplodnaviria,I5H01,bacteria,DNA,linear,0.547925189947399,1.00482035573094e-05
Hubei toti-like virus 21,Riboviria,BWU65,invertebrates,RNA,linear,-0.477673874926943,0.000156476294263944
Malvastrum yellow vein Yunnan virus satellite DNA beta,Tolecusatellitidae,MYVYVDBgp1,land plants,DNA,circular,-0.254152823920266,0.100085613791632
Apteryx rowi circovirus-like virus,Monodnaviria,EXI81,vertebrates,DNA,circular,-0.265803316004799,0.0440316971126549
Wuchang Cockroach Virus 3,NA,FLA19,NA,RNA,circular,-0.490648743424898,9.81080534339024e-05
Cowden I virus,Riboviria,PECVgp,human:vertebrates,RNA,linear,-0.117650496785506,0.37385854063003
Pepper yellow leaf curl Indonesia virus,Monodnaviria,PYLCIV,land plants,DNA,circular,-0.478375219170076,0.000152643985592816
